Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04210:Apoptosis	15	2.1216407355021216	0.00974477162581517	BCL2A1, PIK3CD, TRAF1, FOS, TNF, CTSS, NFKB1, BBC3, NFKBIA, CTSK, DDIT3, IL3RA, TNFSF10, BIRC2, BIRC3	326	121	5610	2.13329615170106	0.9432568794581496	0.050986037256497224	0.04193732074681172
KEGG_PATHWAY	hsa04612:Antigen processing and presentation	8	1.1315417256011315	0.015586721423558783	HLA-B, TAP2, TAP1, HLA-A, HLA-F, TNF, CTSS, TAPBP	326	46	5610	2.9927980794878635	0.9899770234296349	0.08012121714215305	0.06590175198381872
KEGG_PATHWAY	hsa04672:Intestinal immune network for IgA production	5	0.7072135785007072	0.017717572678874364	IL15RA, IL6, CD40, CCR10, ICOSLG	326	18	5610	4.780163599182004	0.9946880032566437	0.08950428956741704	0.07361956923463313
KEGG_PATHWAY	hsa04218:Cellular senescence	16	2.263083451202263	0.020018038643439942	MAP2K3, CXCL8, SERPINE1, HLA-B, PIK3CD, NFATC1, HLA-A, HLA-F, ETS1, FOXO1, TGFBR1, NFKB1, IL1A, IL6, SQSTM1, MAP2K6	326	145	5610	1.8988787814681616	0.9973276217693069	0.09941161563606615	0.08176859852659366
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	10	1.4144271570014144	0.02045541395348968	MAP2K3, PRKCH, IL1B, PRKCD, PLA2G4C, ADCY4, F2RL1, PLA2G4A, PIK3CD, MAP2K6	326	71	5610	2.4237449235289037	0.9976552684681187	0.09989060480620796	0.08216257937985022
KEGG_PATHWAY	hsa05140:Leishmaniasis	8	1.1315417256011315	0.0215846196427803	NFKBIA, IL1A, IL1B, IFNGR2, FOS, PTGS2, TNF, NFKB1	326	49	5610	2.809565544009015	0.9983276837272692	0.10367694353007587	0.0852769399001648
KEGG_PATHWAY	hsa04360:Axon guidance	15	2.1216407355021216	0.02238016319186878	SEMA7A, SEMA4D, SEMA3C, SEMA3D, UNC5B, SEMA4B, NTN4, PIK3CD, SSH1, RND1, EFNA1, SLIT2, PLXNA4, NGEF, EPHB3	326	134	5610	1.9263345847449864	0.9986823152174077	0.1057643196002831	0.08699386014903832
KEGG_PATHWAY	hsa04928:Parathyroid hormone synthesis, secretion and action	11	1.5558698727015559	0.0259979603608478	EGR1, CREB3, MEF2C, MMP16, ADCY4, WNK4, FOS, PLD1, PTHLH, CREB5, HBEGF	326	86	5610	2.201098587530318	0.99955532692474	0.11953624544441206	0.09832162167953347
KEGG_PATHWAY	hsa04912:GnRH signaling pathway	10	1.4144271570014144	0.026110306172158267	MAP2K3, EGR1, MAP3K1, PRKCD, PLA2G4C, ADCY4, PLA2G4A, PLD1, MAP2K6, HBEGF	326	74	5610	2.3254849941966507	0.9995701048025368	0.11953624544441206	0.09832162167953347
KEGG_PATHWAY	hsa00590:Arachidonic acid metabolism	6	0.8486562942008486	0.027266430245424772	PLA2G4C, PLA2G4A, PLA2G5, PTGS2, ALOXE3, PTGS1	326	30	5610	3.4417177914110435	0.9996964614468994	0.12290867787553013	0.10109553367919032
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	8	1.1315417256011315	0.029021529364502856	NFKBIA, PRKAA2, SLC2A1, ACSL5, NFKBIE, TNF, NFKB1, PCK2	326	52	5610	2.6474752241623407	0.9998211812986114	0.12883800157271721	0.10597255419462406
KEGG_PATHWAY	hsa00565:Ether lipid metabolism	6	0.8486562942008486	0.03102009830605338	LPCAT4, PLA2G4C, PLA2G4A, PLA2G5, PLPP3, PLD1	326	31	5610	3.3306946368493966	0.9999022251056212	0.13565505677124837	0.11157975659341589
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	14	1.9801980198019802	0.035168468089280036	EDN1, BDNF, HTR1D, ATP2A3, ADCY4, PIK3CD, HTR1B, NFATC1, FOS, PLD1, NFKB1, NFKBIA, CREB3, CREB5	326	129	5610	1.867598801540876	0.999972184550824	0.1515347227964566	0.12464118837524248
KEGG_PATHWAY	hsa05320:Autoimmune thyroid disease	4	0.5657708628005658	0.03570470127602508	CD40, HLA-B, HLA-A, HLA-F	326	13	5610	5.294950448324681	0.9999763656053674	0.15161561556341085	0.12470772474669631
KEGG_PATHWAY	hsa04330:Notch signaling pathway	8	1.1315417256011315	0.03802307322033624	DLL4, TLE1, JAG1, DTX3L, MAML2, HEY2, HES1, MAML3	326	55	5610	2.503067484662577	0.9999883253447003	0.1569121190642045	0.12906423445212722
KEGG_PATHWAY	hsa04664:Fc epsilon RI signaling pathway	8	1.1315417256011315	0.03802307322033624	MAP2K3, CSF2, ALOX5AP, PLA2G4C, PLA2G4A, PIK3CD, TNF, MAP2K6	326	55	5610	2.503067484662577	0.9999883253447003	0.1569121190642045	0.12906423445212722
KEGG_PATHWAY	hsa04935:Growth hormone synthesis, secretion and action	11	1.5558698727015559	0.03910309389103783	MAP2K3, STAT5A, CREB3, MAP3K1, SOCS1, ADCY4, PIK3CD, FOS, JUNB, CREB5, MAP2K6	326	92	5610	2.057548679647906	0.9999915995809983	0.15896882133040593	0.1307559247120404
KEGG_PATHWAY	hsa04926:Relaxin signaling pathway	12	1.6973125884016973	0.039606566406551656	NFKBIA, CREB3, EDN1, COL4A1, NOS3, ADCY4, PIK3CD, FOS, MMP9, NFKB1, TGFBR1, CREB5	326	105	5610	1.9666958808063106	0.9999927953923282	0.15896882133040593	0.1307559247120404
KEGG_PATHWAY	hsa05235:PD-L1 expression and PD-1 checkpoint pathway in cancer	9	1.272984441301273	0.05896236976018032	MAP2K3, NFKBIA, IFNGR2, PIK3CD, NFATC1, FOS, NFKBIE, NFKB1, MAP2K6	326	73	5610	2.121606857719136	0.9999999815137776	0.23345911269909236	0.19202609611085752
KEGG_PATHWAY	hsa01523:Antifolate resistance	5	0.7072135785007072	0.060306459161337846	IL6, SLC46A1, IL1B, TNF, NFKB1	326	26	5610	3.309344030202926	0.9999999878390134	0.23559723379029318	0.1937847554384323
KEGG_PATHWAY	hsa05120:Epithelial cell signaling in Helicobacter pylori infection	8	1.1315417256011315	0.07033619386598226	NFKBIA, CXCL8, CCL5, CXCL1, CXCL3, CXCL2, NFKB1, HBEGF	326	63	5610	2.185217645340345	0.9999999994758019	0.2682147388436883	0.2206134882639211
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	10	1.4144271570014144	0.07110249388378413	IL6, EDN1, NOS3, IFNGR2, SERPINE1, SLC2A1, PIK3CD, ENO2, IL6R, NFKB1	326	89	5610	1.9335493210174397	0.9999999995883155	0.2682147388436883	0.2206134882639211
KEGG_PATHWAY	hsa04211:Longevity regulating pathway	9	1.272984441301273	0.07140187586965081	CREB3, PRKAA2, ADCY4, PIK3CD, PPARG, SOD2, FOXO1, NFKB1, CREB5	326	76	5610	2.0378592185986437	0.9999999996254187	0.2682147388436883	0.2206134882639211
KEGG_PATHWAY	hsa04371:Apelin signaling pathway	11	1.5558698727015559	0.07755120951153055	EGR1, MEF2C, JAG1, PRKAA2, NOS3, SPHK1, SERPINE1, ADCY4, TGFBR1, PIK3CG, APLN	326	104	5610	1.820139216611609	0.9999999999465332	0.2837501521069113	0.23339176333708403
KEGG_PATHWAY	hsa04370:VEGF signaling pathway	7	0.9900990099009901	0.07817561440993209	NOS3, SH2D2A, SPHK1, PLA2G4C, PLA2G4A, PIK3CD, PTGS2	326	52	5610	2.316540821142048	0.999999999956155	0.2837501521069113	0.23339176333708403
