Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05167:Kaposi sarcoma-associated herpesvirus infection	35	2.734375	3.6223372781243525E-5	CSF2, PDGFB, CXCL1, PIK3R2, CXCL3, PTGS2, CXCL2, ICAM1, C3, PPP3CA, ZFP36, GNG2, IKBKE, MAP2K6, LYN, ANGPT2, STAT1, STAT2, HLA-B, HLA-C, EIF2AK2, TYK2, HLA-A, HLA-F, HLA-G, NFKB1, VEGFA, NFKBIA, MAPK11, IL6, CDK6, IRF7, FAS, IRF9, TLR3	625	167	6242	2.0931257485029944	0.011739580434101726	4.920341469452246E-4	4.105315581874266E-4
KEGG_PATHWAY	hsa04612:Antigen processing and presentation	16	1.25	3.9712656470635686E-5	CD74, HLA-B, TAP2, HLA-C, TAP1, HLA-A, IFI30, HLA-F, TNF, HLA-G, CTSS, TAPBP, PSME1, PSME2, HLA-DOB, LGMN	625	48	6242	3.329066666666667	0.012863136579850276	5.178530403770893E-4	4.3207370240051627E-4
KEGG_PATHWAY	hsa05134:Legionellosis	17	1.328125	4.5999748042365915E-5	CXCL1, CXCL3, CXCL2, TNF, NFKB1, NFKB2, C3, EEF1G, NFKBIA, CASP7, IL6, CR1L, IL1B, CASP1, IL12A, MYD88, TLR2	625	54	6242	3.1441185185185185	0.014884378806658938	5.767660716081265E-4	4.812281333662896E-4
KEGG_PATHWAY	hsa04622:RIG-I-like receptor signaling pathway	17	1.328125	5.897327277604471E-5	ISG15, ADAR, TNF, NFKB1, IFIH1, NFKBIA, MAPK11, CYLD, CXCL10, ZNFX1, DHX58, IRF7, TRIM25, IL12A, TBKBP1, IKBKE, NFKBIB	625	55	6242	3.086952727272727	0.01904221585720378	7.120476638885399E-4	5.941011183364504E-4
KEGG_PATHWAY	hsa05200:Pathways in cancer	71	5.546875	7.489261668547321E-5	WNT2B, SLC2A1, LAMC2, ETS1, BBC3, FGF5, CCND3, CASP7, HEY2, PIM1, IL12A, ITGAV, JAK3, PRKACB, NKX3-1, IL15RA, EDN1, IL15, DAPK1, MMP1, IFNGR2, DAPK2, ITGA2, DAPK3, TRAF1, WNT9A, PGF, TGFBR2, COL4A2, COL4A1, IL3RA, PPARG, BIRC2, BIRC3, NOTCH2, RALA, PDGFB, LRP5, CXCR4, CSF2RB, PIK3R2, PTGS2, EGFR, GNAI1, RASGRP3, DLL4, GNG2, GNA11, PMAIP1, HES1, STAT6, STAT5A, GSTM3, JAG1, LAMB3, GADD45A, STAT1, STAT2, VEGFC, NFKB1, PML, NFKB2, VEGFA, NFKBIA, FGF16, BMP2, IL6, CDK6, GSTA4, IL7, FAS	625	449	6242	1.579267706013363	0.024120250204556104	8.719640371237237E-4	7.275282763731682E-4
KEGG_PATHWAY	hsa05133:Pertussis	19	1.484375	8.205519015373245E-5	CXCL6, C1S, C1R, LY96, TNF, CXCL5, GNAI1, NFKB1, C2, C3, MAPK11, IL1A, CASP7, IL6, IL1B, IRF1, CASP1, IL12A, MYD88	625	68	6242	2.790541176470588	0.02639644852383749	9.224135169005786E-4	7.696210938556975E-4
KEGG_PATHWAY	hsa05145:Toxoplasmosis	23	1.7968749999999998	8.8551898746119E-5	MAP2K3, CD40, LAMB3, STAT1, IFNGR2, LY96, LAMC2, TYK2, TNF, GNAI1, NFKB1, NFKBIA, MAPK11, SOCS1, IL12A, TAB2, HLA-DOB, MYD88, BIRC2, MAP2K6, BIRC3, NFKBIB, TLR2	625	93	6242	2.469952688172043	0.028456463249964647	9.622639663744932E-4	8.028705486314789E-4
KEGG_PATHWAY	hsa05165:Human papillomavirus infection	50	3.90625	1.036822952412094E-4	WNT2B, MAML2, ITGB5, ITGB4, TNC, LAMC2, TNF, OASL, CCND3, CREB3L1, HEY2, ITGAV, IKBKE, PRKACB, MAGI1, VWF, ITGA2, HLA-B, HLA-C, TYK2, HLA-A, WNT9A, HLA-F, HLA-G, CREB3, COL4A2, COL4A1, IRF1, IRF9, TLR3, NOTCH2, PIK3R2, PTGS2, EGFR, HES1, HES2, HES4, JAG1, LAMB3, STAT1, STAT2, MX2, MX1, EIF2AK2, ISG15, NFKB1, VEGFA, DLG1, CDK6, FAS	625	287	6242	1.7399303135888502	0.033237269875935116	0.0010903363951172342	9.097285259873856E-4
KEGG_PATHWAY	hsa05143:African trypanosomiasis	11	0.8593750000000001	1.114848235038626E-4	IL6, VCAM1, IL1B, FAS, F2RL1, IL12A, APOL1, SELE, TNF, MYD88, ICAM1	625	26	6242	4.225353846153847	0.03569349003904798	0.0011357516394456002	9.476209997828321E-4
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	23	1.7968749999999998	1.240950230385337E-4	KSR1, STAT1, STAT2, PRKCD, PIK3R2, PTGS2, TNF, NFKB1, RELB, NFKB2, NFKBIA, MAPK11, CYLD, PPP3CA, IL6, IL1B, IRF1, BCL3, CASP1, IL12A, IL17D, IKBKE, IRF9	625	95	6242	2.4179536842105263	0.03965000981253031	0.0012259084094109695	0.0010228438262570051
